kind,mix,E_MeV,Zeq_EpiXS,Zeq_epixs_cli,max_abs_rel_diff_%_1to40mfp,rel_diff_%_at_40mfp,error
exposure,8,3.0,6.08627,6.086815148776308,0.0018725566754307366,-0.0010702067374745994,
exposure,8,4.0,6.08287,6.082996581394579,0.0005622389392834215,-9.030186653991024e-05,
exposure,8,5.0,6.08175,6.082094288370158,0.0010605054699075467,0.0010605054699075467,
exposure,8,6.0,6.08031,6.08070379171118,0.0009905387486242034,0.0009905387486242034,
exposure,8,8.0,6.07717,6.0774380544473345,0.001320498383461377,0.001320498383461377,
exposure,8,10.0,6.07544,6.074858578470051,0.0026748214471572496,-0.0006339976996616592,
exposure,8,15.0,6.07406,6.074533586974124,0.0018529087985275083,0.0018529087985275083,
exposure,9,0.015,6.74842,6.746565430408714,0.09220318731038013,0.09220318731038013,
exposure,9,0.02,6.76365,6.762778546927021,0.09232684740234642,0.09232684740234642,
exposure,9,0.03,6.77797,6.775407178510825,0.5397650295630996,0.5397650295630996,
exposure,9,0.04,6.78434,6.782905669175098,0.40557924626161146,0.40557924626161146,
exposure,9,0.05,6.78904,6.788192261974585,0.22536932437460244,0.22536932437460244,
exposure,9,0.06,6.79411,6.792987159107909,0.267082347319314,0.267082347319314,
exposure,9,0.08,6.80315,6.799753262181798,0.661192948139222,0.661192948139222,
exposure,9,0.1,6.80737,6.804904230939928,0.4350829442353543,0.4350829442353543,
exposure,9,0.15,6.80846,6.812723938266894,0.5233377559782926,-0.5233377559782926,
exposure,9,0.2,6.81303,6.8129306637000395,0.010357636441193918,0.010357636441193918,
exposure,9,0.3,6.81947,6.819313698167592,0.011697263787335821,0.011697263787335821,
exposure,9,0.4,6.82155,6.82148470029178,0.003359382809908773,0.003126820456844648,
exposure,9,0.5,6.82218,6.822510408052804,0.018154976257456212,-0.018154976257456212,
exposure,9,0.6,6.82297,6.823034694953191,0.0021779396085497282,-0.0018557870813395994,
exposure,9,0.8,6.82219,6.822963660421931,0.015807089709862776,-0.015339540253989092,
exposure,9,1.0,6.8254,6.823937740512811,0.025867039744564835,0.025592112251793253,
exposure,9,1.5,6.16075,6.16151810879312,0.006237672810061046,-0.0028992527057125628,
exposure,9,2.0,6.13514,6.134618796259279,0.003981621926651968,0.003959091491423372,
exposure,9,3.0,6.1274,6.128055190543648,0.0023753276280125135,-0.0014845049626788231,
exposure,9,4.0,6.12402,6.124260183840517,0.000572014135302723,0.0002444862269079806,
exposure,9,5.0,6.12297,6.1233917012441355,0.0012749285840607527,0.0012749285840607527,
exposure,9,6.0,6.12151,6.122026920736832,0.0011905776164056192,0.0011905776164056192,
exposure,9,8.0,6.11844,6.118870955813514,0.0022570843673852536,0.0022570843673852536,
exposure,9,10.0,6.1169,6.116461167042143,0.002026809346700187,-0.0004951260845209582,
exposure,9,15.0,6.1155,6.11600262449371,0.0019188151372251383,0.0019188151372251383,
exposure,10,0.015,6.8293,6.82735112186281,0.09627034350849772,0.09627034350849772,
exposure,10,0.02,6.84671,6.845851693996023,0.09094858893048396,0.09094858893048396,
exposure,10,0.03,6.86681,6.863968872015462,0.6255290237025646,0.6255290237025646,
exposure,10,0.04,6.87632,6.874798317683778,0.4634498770060391,0.4634498770060391,
exposure,10,0.05,6.88259,6.881689551219185,0.2519797630880172,0.2519797630880172,
exposure,10,0.06,6.88866,6.8874374379333485,0.302844965735094,0.302844965735094,
exposure,10,0.08,6.89899,6.895116647184632,0.7790106331175606,0.7790106331175606,
exposure,10,0.1,6.90363,6.900818296718628,0.5267631766346703,0.5267631766346703,
exposure,10,0.15,6.9045,6.9094916528160875,0.6421200423191942,-0.6421200423191942,
exposure,10,0.2,6.90947,6.90944204485061,0.003427392595289902,0.003427392595289902,
exposure,10,0.3,6.91652,6.916432297316391,0.0067024691342787435,0.0067024691342787435,
exposure,10,0.4,6.91873,6.9187985814220445,0.0034954151292621027,-0.003067838051840077,
exposure,10,0.5,6.9194,6.919882331071899,0.02604271797550517,-0.02604271797550517,
exposure,10,0.6,6.92025,6.920417367650838,0.005466138711640589,-0.004882250216742268,
exposure,10,0.8,6.91927,6.920292032698019,0.021349630811140496,-0.02095502893185719,
exposure,10,1.0,6.92302,6.92143755833647,0.028164157078935936,0.028164157078935936,
exposure,10,1.5,6.24415,6.244913137499831,0.006205828879035646,-0.002886780111877041,
exposure,10,2.0,6.21841,6.218150922816416,0.002030212130743614,0.002028912486662371,
exposure,10,3.0,6.21084,6.2118767148428535,0.003456406233959264,-0.00215518028677808,
exposure,10,4.0,6.20748,6.2081147919499164,0.0015282818166539869,-5.168288774726193e-05,
exposure,10,5.0,6.20655,6.207295151280499,0.00174317812569047,0.00174317812569047,
exposure,10,6.0,6.20506,6.205963293585543,0.0026050396288779254,0.0026050396288779254,
exposure,10,8.0,6.20207,6.202992289260271,0.007102374868184214,0.007102374868184214,
exposure,10,10.0,6.20089,6.2008881714401545,0.0002703149768246149,7.860448898444616e-05,
exposure,10,15.0,6.19934,6.20007921220006,0.0027300712433842023,0.0027300712433842023,
absorption,1,0.015,6.62237,6.620760723104481,0.08033433389078581,0.08033433389078581,
absorption,1,0.02,6.6353,6.634495238903527,0.08694659023573692,0.08694659023573692,
absorption,1,0.03,6.64301,6.640987397738167,0.3949331760330743,0.3949331760330743,
absorption,1,0.04,6.64592,6.644735190901443,0.28678077007999736,0.28678077007999736,
absorption,1,0.05,6.64887,6.648199270939959,0.14488571884356816,0.14488571884356816,
absorption,1,0.06,6.65272,6.651839359197773,0.1585199858329167,0.1585199858329167,
absorption,1,0.08,6.66004,6.657451663447679,0.34409467667129157,0.34409467667129157,
absorption,1,0.1,6.66369,6.661840721874035,0.18797060875419547,0.18797060875419547,
absorption,1,0.15,6.66516,6.668419764349578,0.20536502074116614,-0.20536502074116614,
absorption,1,0.2,6.6691,6.669011679696537,0.0032012753268473304,0.0032012753268473304,
absorption,1,0.3,6.67464,6.674486700739517,0.003676020899878729,0.003676020899878729,
absorption,1,0.4,6.67652,6.676364266341182,0.0031518068777769415,0.0031518068777769415,
absorption,1,0.5,6.67708,6.677295458196554,0.004849759268443776,-0.004849759268443776,
absorption,1,0.6,6.67779,6.677805087340578,0.00033837424975313724,-0.00017292536884649934,
absorption,1,0.8,6.6773,6.677809910506565,0.0007921479644124041,0.00017758999983907842,
absorption,1,1.0,6.67971,6.678522222765678,0.0030085321329087478,0.002219130690761517,
absorption,1,1.5,6.03662,6.037599786830112,0.0015124142574096666,0.0015124142574096666,
absorption,1,2.0,6.01119,6.010499497948119,0.0016735137167156466,0.0016735137167156466,
absorption,1,3.0,6.00316,6.003476294096964,0.0003997582572967673,0.0003149671474744764,
absorption,1,4.0,5.9997,5.999588208347754,0.00030312609363702947,-6.627589429486491e-05,
absorption,1,5.0,5.99843,5.998608356798527,0.00042669602451361754,0.00037854780534640753,
absorption,1,6.0,5.997,5.997171516042523,0.0008128347531499713,0.0007868593725479656,
absorption,1,8.0,5.99379,5.993756858278264,0.00033965651445866385,0.0003051918499696882,
absorption,1,10.0,5.99177,5.99098338177228,0.0011666906889695738,-0.00027381785830948857,
absorption,1,15.0,5.99049,5.990881608874166,0.0010851674775214093,0.0008284393540058943,
absorption,2,0.015,6.51499,6.515878728005804,0.04494363409801583,-0.04494363409801583,
absorption,2,0.02,6.52812,6.529612037596864,0.15835459423549914,-0.15835459423549914,
absorption,2,0.03,6.53385,6.534363254407392,0.09293239781500429,-0.09293239781500429,
absorption,2,0.04,6.5357,6.536871441508394,0.2513516293469631,-0.2513516293469631,
absorption,2,0.05,6.53812,6.539749130820867,0.32481956988684724,-0.32481956988684724,
absorption,2,0.06,6.54153,6.542972445651762,0.24761870309595313,-0.24761870309595313,
absorption,2,0.08,6.54811,6.548182465637673,0.010081030070341335,-0.010081030070341335,
absorption,2,0.1,6.55157,6.55226254590741,0.06724441345217214,-0.06724441345217214,
absorption,2,0.15,6.5534,6.5582509397415505,0.29914427192628823,-0.29914427192628823,
absorption,2,0.2,6.55707,6.559139632754321,0.06746953227461105,-0.06280387961977718,
absorption,2,0.3,6.56218,6.564189618477592,0.048031693920125296,-0.048031693920125296,
absorption,2,0.4,6.56399,6.565932573278094,0.04171032178981182,-0.04171032178981182,
absorption,2,0.5,6.56452,6.566834071046837,0.049341603453589844,-0.049341603453589844,
absorption,2,0.6,6.5652,6.567350961539707,0.02510957012744619,-0.02510957012744619,
absorption,2,0.8,6.56491,6.567403830834181,0.003856767223087143,0.001586734267511325,
absorption,2,1.0,6.56684,6.567959415794207,0.0029232329923578604,-0.002280960593636916,
absorption,2,1.5,5.9087,5.914033152682441,0.013958627826970993,-0.013958627826970993,
absorption,2,2.0,5.88342,5.887373408166846,0.008372387832578099,0.008372387832578099,
absorption,2,3.0,5.87584,5.88072719667521,0.01010691318212853,0.01010691318212853,
absorption,2,4.0,5.87256,5.877024832069662,0.008831041188539501,0.008831041188539501,
absorption,2,5.0,5.87171,5.876405009260784,0.006397261807755683,0.006397261807755683,
absorption,2,6.0,5.87047,5.875243595371523,0.02071676740584838,0.02071676740584838,
absorption,2,8.0,5.868,5.872412454412693,0.006751849842745461,-0.004031370695090075,
absorption,2,10.0,5.86653,5.870472951922425,0.005126913084130269,0.0020689125040052048,
absorption,2,15.0,5.86578,5.870563191683166,0.012701849705631929,0.009051712727847772,
absorption,3,0.015,6.72408,6.722358712733974,0.08578060339974325,0.08578060339974325,
absorption,3,0.02,6.7378,6.736980328763074,0.09022157876272807,0.09022157876272807,
absorption,3,0.03,6.74929,6.746960028063891,0.4846103155963677,0.4846103155963677,
absorption,3,0.04,6.75421,6.7528963172197,0.3536105903130915,0.3536105903130915,
absorption,3,0.05,6.75815,6.757371004014736,0.17842516351365134,0.17842516351365134,
absorption,3,0.06,6.76264,6.761621246026574,0.19038912586477608,0.19038912586477608,
absorption,3,0.08,6.77084,6.767781573290778,0.4133885100099599,0.4133885100099599,
absorption,3,0.1,6.77474,6.772522403876407,0.23355826633943977,0.23355826633943977,
absorption,3,0.15,6.77587,6.779715742482106,0.24672166947600216,-0.24672166947600216,
absorption,3,0.2,6.7801,6.7800085419449925,0.0031380009529069497,0.002924405937587693,
absorption,3,0.3,6.78606,6.785910333956978,0.003479857268051667,0.003479857268051667,
absorption,3,0.4,6.788,6.787921959082317,0.0017721037621321045,0.0017721037621321045,
absorption,3,0.5,6.78859,6.7888808298489876,0.0066782297678757985,-0.0066782297678757985,
absorption,3,0.6,6.78933,6.789382175621324,0.0006092337832330763,-0.0006092337832330763,
absorption,3,0.8,6.78865,6.789334582305151,0.0011494587831895053,0.00035750833982106656,
